image,bbox
2083,"[np.float64(572.69), np.float64(171.56), np.float64(620.95), np.float64(219.64)]"
3569,"[np.float64(240.73), np.float64(167.59), np.float64(477.4), np.float64(349.02)]"
3569,"[np.float64(516.83), np.float64(182.43), np.float64(594.35), np.float64(230.45)]"
3569,"[np.float64(569.04), np.float64(180.59), np.float64(626.93), np.float64(219.46)]"
3569,"[np.float64(620.27), np.float64(182.01), np.float64(668.66), np.float64(212.8)]"
3165,"[np.float64(201.39), np.float64(191.92), np.float64(290.89), np.float64(234.37)]"
4747,"[np.float64(1094.48), np.float64(184.02), np.float64(1223.0), np.float64(235.29)]"
4747,"[np.float64(1032.47), np.float64(183.92), np.float64(1156.97), np.float64(232.68)]"
4747,"[np.float64(952.87), np.float64(181.73), np.float64(1068.75), np.float64(234.26)]"
4747,"[np.float64(602.51), np.float64(172.61), np.float64(636.59), np.float64(202.94)]"
6922,"[np.float64(229.0), np.float64(191.13), np.float64(416.57), np.float64(298.47)]"
6922,"[np.float64(849.22), np.float64(186.53), np.float64(1222.01), np.float64(374.0)]"
6922,"[np.float64(366.13), np.float64(186.0), np.float64(477.49), np.float64(252.67)]"
6922,"[np.float64(760.25), np.float64(181.69), np.float64(912.73), np.float64(280.37)]"
6922,"[np.float64(519.78), np.float64(179.08), np.float64(557.78), np.float64(207.35)]"
6244,"[np.float64(49.07), np.float64(191.12), np.float64(88.29), np.float64(220.48)]"
6026,"[np.float64(715.61), np.float64(183.3), np.float64(888.85), np.float64(301.48)]"
6026,"[np.float64(643.41), np.float64(186.75), np.float64(729.21), np.float64(245.02)]"
6026,"[np.float64(384.74), np.float64(196.59), np.float64(452.96), np.float64(246.21)]"
6026,"[np.float64(602.46), np.float64(178.78), np.float64(668.19), np.float64(227.48)]"
6026,"[np.float64(560.47), np.float64(188.56), np.float64(602.82), np.float64(218.38)]"
6319,"[np.float64(203.31), np.float64(196.56), np.float64(389.27), np.float64(305.54)]"
6319,"[np.float64(359.2), np.float64(186.58), np.float64(451.4), np.float64(249.44)]"
4424,"[np.float64(136.27), np.float64(217.04), np.float64(447.47), np.float64(374.0)]"
4424,"[np.float64(859.1), np.float64(175.56), np.float64(971.64), np.float64(269.45)]"
4424,"[np.float64(0.0), np.float64(231.26), np.float64(237.69), np.float64(356.87)]"
4424,"[np.float64(1130.66), np.float64(164.15), np.float64(1241.0), np.float64(239.65)]"
4424,"[np.float64(1085.66), np.float64(156.37), np.float64(1155.81), np.float64(212.65)]"
7198,"[np.float64(888.44), np.float64(171.07), np.float64(976.99), np.float64(257.7)]"
7198,"[np.float64(770.05), np.float64(175.69), np.float64(817.47), np.float64(206.72)]"
5883,"[np.float64(520.31), np.float64(178.4), np.float64(567.24), np.float64(210.45)]"
3253,"[np.float64(70.46), np.float64(168.31), np.float64(164.6), np.float64(211.52)]"
3253,"[np.float64(218.64), np.float64(175.47), np.float64(276.8), np.float64(203.23)]"
3253,"[np.float64(574.19), np.float64(174.54), np.float64(612.53), np.float64(212.74)]"
2654,"[np.float64(113.15), np.float64(190.34), np.float64(363.12), np.float64(314.76)]"
3089,"[np.float64(473.29), np.float64(182.73), np.float64(541.64), np.float64(232.93)]"
3089,"[np.float64(518.97), np.float64(179.09), np.float64(565.94), np.float64(216.07)]"
1491,"[np.float64(672.89), np.float64(171.09), np.float64(739.82), np.float64(224.97)]"
1491,"[np.float64(727.07), np.float64(182.91), np.float64(839.42), np.float64(258.82)]"
1491,"[np.float64(885.25), np.float64(180.43), np.float64(1068.33), np.float64(261.45)]"
1491,"[np.float64(812.22), np.float64(175.23), np.float64(880.66), np.float64(203.12)]"
5605,"[np.float64(693.09), np.float64(185.91), np.float64(804.66), np.float64(274.7)]"
5605,"[np.float64(536.74), np.float64(179.88), np.float64(590.27), np.float64(223.73)]"
6232,"[np.float64(227.23), np.float64(190.68), np.float64(414.96), np.float64(312.48)]"
6232,"[np.float64(491.95), np.float64(178.01), np.float64(578.7), np.float64(208.28)]"
6232,"[np.float64(616.26), np.float64(175.28), np.float64(705.38), np.float64(203.02)]"
6232,"[np.float64(129.18), np.float64(179.75), np.float64(254.84), np.float64(221.37)]"
3710,"[np.float64(705.53), np.float64(185.69), np.float64(840.11), np.float64(270.76)]"
2963,"[np.float64(569.71), np.float64(177.7), np.float64(608.23), np.float64(212.83)]"
2963,"[np.float64(340.47), np.float64(182.8), np.float64(417.15), np.float64(227.03)]"
2963,"[np.float64(204.56), np.float64(180.25), np.float64(297.86), np.float64(226.79)]"
4478,"[np.float64(192.8), np.float64(180.74), np.float64(337.3), np.float64(257.27)]"
4478,"[np.float64(354.42), np.float64(182.05), np.float64(434.21), np.float64(223.72)]"
4478,"[np.float64(421.14), np.float64(173.78), np.float64(477.13), np.float64(213.79)]"
264,"[np.float64(568.86), np.float64(181.02), np.float64(626.19), np.float64(227.73)]"
264,"[np.float64(269.26), np.float64(192.99), np.float64(478.9), np.float64(331.41)]"
264,"[np.float64(522.62), np.float64(180.83), np.float64(566.78), np.float64(212.11)]"
264,"[np.float64(653.87), np.float64(179.35), np.float64(715.48), np.float64(225.48)]"
4079,"[np.float64(450.55), np.float64(178.95), np.float64(702.9), np.float64(265.0)]"
6376,"[np.float64(593.59), np.float64(176.28), np.float64(646.91), np.float64(226.7)]"
6376,"[np.float64(745.17), np.float64(175.53), np.float64(939.55), np.float64(269.1)]"
6376,"[np.float64(338.12), np.float64(176.24), np.float64(407.99), np.float64(215.35)]"
6376,"[np.float64(387.65), np.float64(179.61), np.float64(439.27), np.float64(210.97)]"
6376,"[np.float64(30.46), np.float64(182.3), np.float64(74.58), np.float64(213.86)]"
3198,"[np.float64(386.26), np.float64(183.35), np.float64(483.98), np.float64(216.22)]"
4939,"[np.float64(468.08), np.float64(177.56), np.float64(554.32), np.float64(220.56)]"
6866,"[np.float64(724.0), np.float64(156.74), np.float64(973.11), np.float64(312.78)]"
6866,"[np.float64(224.47), np.float64(185.01), np.float64(427.41), np.float64(341.74)]"
6866,"[np.float64(362.02), np.float64(196.46), np.float64(475.33), np.float64(269.92)]"
6866,"[np.float64(478.46), np.float64(182.58), np.float64(522.78), np.float64(221.67)]"
1645,"[np.float64(667.67), np.float64(175.73), np.float64(766.65), np.float64(253.18)]"
1645,"[np.float64(460.77), np.float64(182.05), np.float64(532.37), np.float64(231.7)]"
5823,"[np.float64(519.6), np.float64(181.7), np.float64(555.36), np.float64(210.87)]"
5823,"[np.float64(357.29), np.float64(182.31), np.float64(485.27), np.float64(274.32)]"
4484,"[np.float64(220.79), np.float64(188.64), np.float64(346.97), np.float64(252.74)]"
4484,"[np.float64(314.01), np.float64(186.66), np.float64(400.83), np.float64(234.34)]"
4484,"[np.float64(453.15), np.float64(179.29), np.float64(495.56), np.float64(206.75)]"
38,"[np.float64(592.08), np.float64(176.5), np.float64(637.55), np.float64(219.52)]"
38,"[np.float64(895.35), np.float64(158.55), np.float64(1241.0), np.float64(374.0)]"
38,"[np.float64(817.68), np.float64(176.9), np.float64(1038.04), np.float64(302.31)]"
38,"[np.float64(749.97), np.float64(177.62), np.float64(940.82), np.float64(262.93)]"
38,"[np.float64(302.47), np.float64(188.9), np.float64(409.18), np.float64(250.55)]"
38,"[np.float64(682.53), np.float64(173.56), np.float64(796.81), np.float64(220.86)]"
314,"[np.float64(193.4), np.float64(207.86), np.float64(231.88), np.float64(241.73)]"
314,"[np.float64(99.41), np.float64(207.79), np.float64(203.65), np.float64(284.84)]"
95,"[np.float64(599.12), np.float64(182.07), np.float64(667.54), np.float64(247.13)]"
95,"[np.float64(774.94), np.float64(172.0), np.float64(963.28), np.float64(270.83)]"
95,"[np.float64(705.57), np.float64(179.11), np.float64(802.71), np.float64(228.95)]"
95,"[np.float64(146.16), np.float64(192.89), np.float64(340.09), np.float64(290.07)]"
95,"[np.float64(452.35), np.float64(183.18), np.float64(509.3), np.float64(222.21)]"
95,"[np.float64(527.28), np.float64(181.12), np.float64(563.95), np.float64(206.6)]"
95,"[np.float64(327.5), np.float64(181.26), np.float64(399.59), np.float64(228.12)]"
95,"[np.float64(410.89), np.float64(183.43), np.float64(465.31), np.float64(213.35)]"
95,"[np.float64(71.71), np.float64(187.44), np.float64(194.72), np.float64(239.44)]"
2838,"[np.float64(889.92), np.float64(186.52), np.float64(959.83), np.float64(212.0)]"
2838,"[np.float64(556.21), np.float64(175.85), np.float64(613.77), np.float64(233.23)]"
5413,"[np.float64(350.46), np.float64(186.05), np.float64(407.0), np.float64(213.14)]"
3809,"[np.float64(239.49), np.float64(189.34), np.float64(309.24), np.float64(224.38)]"
5063,"[np.float64(572.3), np.float64(185.01), np.float64(621.87), np.float64(225.02)]"
5063,"[np.float64(506.01), np.float64(182.79), np.float64(554.75), np.float64(215.37)]"
886,"[np.float64(583.21), np.float64(170.44), np.float64(638.43), np.float64(225.48)]"
7058,"[np.float64(378.97), np.float64(183.85), np.float64(471.07), np.float64(237.74)]"
6163,"[np.float64(743.07), np.float64(191.1), np.float64(933.31), np.float64(321.55)]"
6163,"[np.float64(812.46), np.float64(173.52), np.float64(1041.43), np.float64(261.73)]"
6163,"[np.float64(437.27), np.float64(179.2), np.float64(527.39), np.float64(209.23)]"
4691,"[np.float64(715.46), np.float64(177.2), np.float64(797.41), np.float64(212.62)]"
1425,"[np.float64(98.99), np.float64(171.33), np.float64(340.61), np.float64(266.79)]"
1425,"[np.float64(397.78), np.float64(177.52), np.float64(483.92), np.float64(211.34)]"
2821,"[np.float64(645.74), np.float64(176.78), np.float64(679.1), np.float64(203.52)]"
2821,"[np.float64(714.08), np.float64(185.07), np.float64(834.56), np.float64(267.34)]"
2821,"[np.float64(793.56), np.float64(177.84), np.float64(889.01), np.float64(227.01)]"
2750,"[np.float64(802.5), np.float64(178.94), np.float64(928.66), np.float64(246.61)]"
2750,"[np.float64(1109.25), np.float64(174.78), np.float64(1157.64), np.float64(203.81)]"
2750,"[np.float64(884.31), np.float64(181.36), np.float64(985.4), np.float64(233.28)]"
2750,"[np.float64(968.03), np.float64(179.76), np.float64(1032.64), np.float64(217.66)]"
2750,"[np.float64(1044.25), np.float64(176.96), np.float64(1086.28), np.float64(205.39)]"
6529,"[np.float64(138.1), np.float64(190.85), np.float64(214.83), np.float64(229.19)]"
6904,"[np.float64(815.7), np.float64(168.89), np.float64(1193.48), np.float64(374.0)]"
6904,"[np.float64(688.34), np.float64(180.42), np.float64(802.87), np.float64(262.03)]"
6904,"[np.float64(314.93), np.float64(191.3), np.float64(405.98), np.float64(224.38)]"
6904,"[np.float64(193.7), np.float64(193.07), np.float64(296.45), np.float64(227.6)]"
261,"[np.float64(278.03), np.float64(179.51), np.float64(334.17), np.float64(206.65)]"
1407,"[np.float64(380.72), np.float64(153.85), np.float64(439.64), np.float64(198.75)]"
1407,"[np.float64(421.85), np.float64(163.29), np.float64(479.88), np.float64(196.49)]"
1407,"[np.float64(472.88), np.float64(163.17), np.float64(540.87), np.float64(191.83)]"
1407,"[np.float64(702.49), np.float64(159.2), np.float64(755.49), np.float64(184.78)]"
2934,"[np.float64(441.91), np.float64(206.76), np.float64(664.11), np.float64(341.33)]"
2934,"[np.float64(327.73), np.float64(202.99), np.float64(419.48), np.float64(275.44)]"
2934,"[np.float64(74.4), np.float64(206.66), np.float64(155.8), np.float64(275.49)]"
2934,"[np.float64(146.76), np.float64(215.15), np.float64(180.62), np.float64(245.84)]"
479,"[np.float64(137.13), np.float64(189.29), np.float64(249.89), np.float64(241.12)]"
6455,"[np.float64(389.59), np.float64(179.69), np.float64(482.63), np.float64(232.2)]"
6461,"[np.float64(565.77), np.float64(175.54), np.float64(618.13), np.float64(226.22)]"
941,"[np.float64(432.73), np.float64(183.27), np.float64(536.13), np.float64(260.78)]"
5832,"[np.float64(0.0), np.float64(193.16), np.float64(88.65), np.float64(229.17)]"
5832,"[np.float64(78.95), np.float64(188.13), np.float64(149.79), np.float64(221.5)]"
5832,"[np.float64(136.78), np.float64(187.89), np.float64(193.42), np.float64(214.52)]"
5832,"[np.float64(187.21), np.float64(186.61), np.float64(243.98), np.float64(213.0)]"
6813,"[np.float64(422.28), np.float64(170.47), np.float64(518.59), np.float64(236.17)]"
6813,"[np.float64(1047.61), np.float64(145.4), np.float64(1164.39), np.float64(179.46)]"
6293,"[np.float64(706.94), np.float64(176.58), np.float64(771.78), np.float64(223.96)]"
5210,"[np.float64(5.67), np.float64(172.55), np.float64(120.13), np.float64(216.6)]"
5210,"[np.float64(84.75), np.float64(165.25), np.float64(160.76), np.float64(200.38)]"
5210,"[np.float64(578.81), np.float64(169.82), np.float64(632.91), np.float64(223.73)]"
459,"[np.float64(486.97), np.float64(181.39), np.float64(523.92), np.float64(215.4)]"
459,"[np.float64(496.08), np.float64(180.12), np.float64(531.92), np.float64(208.44)]"
459,"[np.float64(310.88), np.float64(173.65), np.float64(433.53), np.float64(220.6)]"
846,"[np.float64(735.32), np.float64(179.57), np.float64(851.17), np.float64(254.87)]"
5058,"[np.float64(528.66), np.float64(176.65), np.float64(584.85), np.float64(227.87)]"
5058,"[np.float64(382.93), np.float64(179.24), np.float64(480.8), np.float64(255.72)]"
5058,"[np.float64(247.62), np.float64(184.78), np.float64(349.45), np.float64(239.37)]"
5058,"[np.float64(247.33), np.float64(185.18), np.float64(311.15), np.float64(217.84)]"
1832,"[np.float64(301.96), np.float64(181.15), np.float64(511.37), np.float64(329.23)]"
2395,"[np.float64(517.96), np.float64(162.6), np.float64(739.56), np.float64(372.66)]"
2395,"[np.float64(947.68), np.float64(174.51), np.float64(1085.64), np.float64(218.59)]"
2395,"[np.float64(800.97), np.float64(170.11), np.float64(984.05), np.float64(232.5)]"
6182,"[np.float64(543.95), np.float64(169.12), np.float64(570.91), np.float64(194.63)]"
6182,"[np.float64(404.31), np.float64(168.91), np.float64(524.24), np.float64(218.68)]"
6182,"[np.float64(328.7), np.float64(170.34), np.float64(397.29), np.float64(203.85)]"
3618,"[np.float64(629.49), np.float64(188.76), np.float64(662.0), np.float64(214.56)]"
3618,"[np.float64(697.13), np.float64(176.44), np.float64(921.52), np.float64(331.89)]"
5029,"[np.float64(334.99), np.float64(181.05), np.float64(563.89), np.float64(319.67)]"
5029,"[np.float64(793.62), np.float64(178.45), np.float64(1013.17), np.float64(329.15)]"
5029,"[np.float64(722.16), np.float64(175.94), np.float64(771.4), np.float64(216.16)]"
5029,"[np.float64(580.16), np.float64(175.78), np.float64(626.79), np.float64(209.69)]"
1284,"[np.float64(438.34), np.float64(186.62), np.float64(519.64), np.float64(243.87)]"
1284,"[np.float64(0.0), np.float64(188.88), np.float64(231.35), np.float64(285.86)]"
1284,"[np.float64(435.11), np.float64(181.59), np.float64(511.62), np.float64(209.09)]"
4979,"[np.float64(210.19), np.float64(215.27), np.float64(519.41), np.float64(374.0)]"
4979,"[np.float64(959.49), np.float64(171.49), np.float64(1088.23), np.float64(276.6)]"
4979,"[np.float64(68.66), np.float64(226.68), np.float64(314.11), np.float64(350.82)]"
5253,"[np.float64(570.87), np.float64(182.38), np.float64(629.32), np.float64(228.51)]"
5253,"[np.float64(159.07), np.float64(189.69), np.float64(374.61), np.float64(305.6)]"
5253,"[np.float64(321.38), np.float64(180.21), np.float64(476.56), np.float64(252.9)]"
5253,"[np.float64(446.17), np.float64(174.75), np.float64(538.77), np.float64(212.88)]"
5253,"[np.float64(697.36), np.float64(184.16), np.float64(784.78), np.float64(242.08)]"
3962,"[np.float64(402.4), np.float64(188.14), np.float64(550.64), np.float64(292.51)]"
3565,"[np.float64(122.28), np.float64(194.05), np.float64(451.58), np.float64(374.0)]"
3565,"[np.float64(356.34), np.float64(191.77), np.float64(509.0), np.float64(303.13)]"
3565,"[np.float64(711.61), np.float64(185.4), np.float64(882.04), np.float64(305.9)]"
3565,"[np.float64(507.8), np.float64(184.64), np.float64(563.14), np.float64(230.56)]"
3565,"[np.float64(539.23), np.float64(173.54), np.float64(585.23), np.float64(219.37)]"
3565,"[np.float64(564.21), np.float64(176.37), np.float64(604.75), np.float64(213.01)]"
5859,"[np.float64(864.48), np.float64(178.3), np.float64(956.86), np.float64(212.75)]"
5859,"[np.float64(214.47), np.float64(190.27), np.float64(286.93), np.float64(217.46)]"
6159,"[np.float64(0.0), np.float64(192.18), np.float64(327.83), np.float64(300.19)]"
6159,"[np.float64(1030.14), np.float64(150.29), np.float64(1241.0), np.float64(265.62)]"
6090,"[np.float64(0.0), np.float64(168.14), np.float64(311.55), np.float64(322.72)]"
6090,"[np.float64(851.51), np.float64(158.22), np.float64(950.19), np.float64(216.44)]"
6090,"[np.float64(917.02), np.float64(171.34), np.float64(1003.79), np.float64(211.97)]"
3582,"[np.float64(751.96), np.float64(187.53), np.float64(1054.97), np.float64(359.99)]"
387,"[np.float64(578.22), np.float64(183.58), np.float64(638.11), np.float64(240.81)]"
387,"[np.float64(385.14), np.float64(187.58), np.float64(435.98), np.float64(213.25)]"
760,"[np.float64(38.77), np.float64(198.38), np.float64(422.17), np.float64(316.55)]"
760,"[np.float64(337.68), np.float64(182.96), np.float64(507.37), np.float64(238.86)]"
5251,"[np.float64(690.88), np.float64(175.49), np.float64(810.15), np.float64(271.11)]"
2349,"[np.float64(592.88), np.float64(176.33), np.float64(637.79), np.float64(218.81)]"
2349,"[np.float64(898.99), np.float64(179.33), np.float64(1241.0), np.float64(374.0)]"
2349,"[np.float64(797.63), np.float64(163.84), np.float64(1052.55), np.float64(311.73)]"
2349,"[np.float64(388.9), np.float64(185.07), np.float64(458.94), np.float64(228.63)]"
2349,"[np.float64(675.36), np.float64(173.98), np.float64(777.82), np.float64(215.65)]"
5146,"[np.float64(476.9), np.float64(183.39), np.float64(543.31), np.float64(224.17)]"
1778,"[np.float64(487.04), np.float64(175.06), np.float64(560.72), np.float64(233.28)]"
1778,"[np.float64(607.24), np.float64(166.76), np.float64(657.74), np.float64(193.53)]"
4258,"[np.float64(423.25), np.float64(188.9), np.float64(466.98), np.float64(230.21)]"
7170,"[np.float64(541.43), np.float64(172.15), np.float64(582.26), np.float64(203.48)]"
5185,"[np.float64(750.29), np.float64(186.32), np.float64(995.55), np.float64(374.0)]"
5254,"[np.float64(1108.11), np.float64(176.56), np.float64(1241.0), np.float64(219.92)]"
1009,"[np.float64(525.22), np.float64(169.11), np.float64(574.76), np.float64(207.01)]"
1009,"[np.float64(609.38), np.float64(165.49), np.float64(640.33), np.float64(193.27)]"
1009,"[np.float64(398.33), np.float64(172.98), np.float64(477.3), np.float64(222.57)]"
3353,"[np.float64(685.04), np.float64(188.28), np.float64(774.85), np.float64(248.34)]"
3353,"[np.float64(966.98), np.float64(164.13), np.float64(1157.71), np.float64(240.87)]"
3353,"[np.float64(476.84), np.float64(185.03), np.float64(526.86), np.float64(220.6)]"
3353,"[np.float64(656.38), np.float64(178.04), np.float64(681.66), np.float64(203.19)]"
5336,"[np.float64(53.9), np.float64(182.64), np.float64(332.31), np.float64(342.92)]"
3261,"[np.float64(249.45), np.float64(194.68), np.float64(422.57), np.float64(252.19)]"
139,"[np.float64(594.35), np.float64(177.97), np.float64(621.4), np.float64(204.02)]"
5494,"[np.float64(850.49), np.float64(185.29), np.float64(956.4), np.float64(256.7)]"
2400,"[np.float64(233.99), np.float64(173.71), np.float64(408.13), np.float64(244.73)]"
2400,"[np.float64(429.22), np.float64(179.66), np.float64(503.36), np.float64(209.07)]"
3442,"[np.float64(683.35), np.float64(179.02), np.float64(770.25), np.float64(248.68)]"
7082,"[np.float64(647.05), np.float64(173.15), np.float64(715.63), np.float64(222.32)]"
3816,"[np.float64(518.62), np.float64(165.64), np.float64(740.78), np.float64(374.0)]"
3816,"[np.float64(165.65), np.float64(195.46), np.float64(267.76), np.float64(227.54)]"
3816,"[np.float64(25.29), np.float64(203.64), np.float64(106.37), np.float64(234.31)]"
3816,"[np.float64(294.4), np.float64(186.01), np.float64(366.46), np.float64(216.83)]"
978,"[np.float64(439.76), np.float64(194.95), np.float64(517.78), np.float64(270.88)]"
386,"[np.float64(569.27), np.float64(178.19), np.float64(613.88), np.float64(218.86)]"
386,"[np.float64(306.71), np.float64(177.56), np.float64(400.23), np.float64(233.63)]"
386,"[np.float64(421.49), np.float64(183.49), np.float64(508.95), np.float64(243.09)]"
386,"[np.float64(498.87), np.float64(183.73), np.float64(546.62), np.float64(217.13)]"
3327,"[np.float64(155.6), np.float64(199.64), np.float64(262.79), np.float64(247.97)]"
3327,"[np.float64(309.59), np.float64(186.5), np.float64(366.79), np.float64(220.0)]"
4322,"[np.float64(575.53), np.float64(175.76), np.float64(632.23), np.float64(221.85)]"
4322,"[np.float64(187.12), np.float64(181.87), np.float64(419.64), np.float64(298.72)]"
4322,"[np.float64(666.35), np.float64(177.82), np.float64(715.59), np.float64(212.81)]"
4322,"[np.float64(82.93), np.float64(177.79), np.float64(191.5), np.float64(221.8)]"
4652,"[np.float64(336.62), np.float64(187.31), np.float64(471.63), np.float64(271.33)]"
4652,"[np.float64(697.15), np.float64(175.11), np.float64(743.8), np.float64(215.07)]"
5150,"[np.float64(850.86), np.float64(174.88), np.float64(895.04), np.float64(202.24)]"
914,"[np.float64(757.39), np.float64(165.28), np.float64(832.71), np.float64(230.8)]"
914,"[np.float64(369.3), np.float64(181.3), np.float64(510.84), np.float64(240.84)]"
914,"[np.float64(979.45), np.float64(157.16), np.float64(1076.51), np.float64(190.33)]"
3409,"[np.float64(330.46), np.float64(186.13), np.float64(442.08), np.float64(254.34)]"
3409,"[np.float64(782.77), np.float64(154.41), np.float64(889.68), np.float64(195.34)]"
3409,"[np.float64(1107.58), np.float64(133.23), np.float64(1241.0), np.float64(173.32)]"
3409,"[np.float64(501.92), np.float64(180.86), np.float64(540.94), np.float64(206.64)]"
353,"[np.float64(265.35), np.float64(157.96), np.float64(398.99), np.float64(238.6)]"
2258,"[np.float64(576.11), np.float64(182.98), np.float64(622.38), np.float64(220.03)]"
2258,"[np.float64(513.06), np.float64(181.31), np.float64(558.95), np.float64(212.71)]"
2258,"[np.float64(302.36), np.float64(178.21), np.float64(369.78), np.float64(216.12)]"
5911,"[np.float64(622.49), np.float64(178.29), np.float64(671.64), np.float64(226.69)]"
5911,"[np.float64(284.05), np.float64(185.16), np.float64(414.31), np.float64(245.11)]"
5911,"[np.float64(426.36), np.float64(183.29), np.float64(489.52), np.float64(222.24)]"
5911,"[np.float64(472.57), np.float64(181.12), np.float64(518.38), np.float64(212.51)]"
5971,"[np.float64(571.65), np.float64(182.99), np.float64(647.78), np.float64(255.68)]"
5971,"[np.float64(139.08), np.float64(203.12), np.float64(278.47), np.float64(258.17)]"
5971,"[np.float64(64.23), np.float64(206.42), np.float64(181.42), np.float64(251.2)]"
5971,"[np.float64(326.29), np.float64(193.77), np.float64(377.0), np.float64(223.63)]"
4277,"[np.float64(599.74), np.float64(163.1), np.float64(641.61), np.float64(195.83)]"
4277,"[np.float64(529.34), np.float64(167.98), np.float64(566.42), np.float64(199.93)]"
740,"[np.float64(407.36), np.float64(179.05), np.float64(651.26), np.float64(309.32)]"
197,"[np.float64(164.61), np.float64(198.39), np.float64(347.27), np.float64(297.74)]"
197,"[np.float64(693.31), np.float64(175.02), np.float64(802.96), np.float64(251.28)]"
197,"[np.float64(314.77), np.float64(192.7), np.float64(428.07), np.float64(256.06)]"
197,"[np.float64(412.85), np.float64(178.76), np.float64(482.89), np.float64(230.16)]"
4135,"[np.float64(686.51), np.float64(181.6), np.float64(717.1), np.float64(206.96)]"
4135,"[np.float64(182.71), np.float64(193.4), np.float64(367.25), np.float64(287.68)]"
4135,"[np.float64(320.0), np.float64(176.11), np.float64(445.98), np.float64(258.25)]"
4135,"[np.float64(713.24), np.float64(180.33), np.float64(786.08), np.float64(235.57)]"
7273,"[np.float64(570.25), np.float64(179.35), np.float64(603.07), np.float64(209.27)]"
7273,"[np.float64(171.75), np.float64(190.27), np.float64(308.43), np.float64(256.18)]"
7273,"[np.float64(302.58), np.float64(190.42), np.float64(444.66), np.float64(267.11)]"
7273,"[np.float64(392.36), np.float64(182.95), np.float64(449.85), np.float64(218.14)]"
7273,"[np.float64(503.18), np.float64(183.52), np.float64(538.08), np.float64(210.6)]"
7273,"[np.float64(233.75), np.float64(181.54), np.float64(329.32), np.float64(229.98)]"
7021,"[np.float64(277.33), np.float64(173.99), np.float64(430.36), np.float64(237.06)]"
7021,"[np.float64(442.05), np.float64(180.53), np.float64(511.37), np.float64(208.14)]"
5902,"[np.float64(870.66), np.float64(166.53), np.float64(1223.0), np.float64(278.43)]"
5902,"[np.float64(710.21), np.float64(172.44), np.float64(831.8), np.float64(210.47)]"
4384,"[np.float64(481.33), np.float64(173.33), np.float64(539.62), np.float64(215.61)]"
4384,"[np.float64(949.3), np.float64(147.42), np.float64(1036.92), np.float64(174.26)]"
773,"[np.float64(586.88), np.float64(172.68), np.float64(613.12), np.float64(198.61)]"
164,"[np.float64(10.43), np.float64(164.54), np.float64(103.22), np.float64(201.55)]"
164,"[np.float64(554.53), np.float64(172.2), np.float64(616.39), np.float64(233.86)]"
164,"[np.float64(153.97), np.float64(167.57), np.float64(206.03), np.float64(195.3)]"
2833,"[np.float64(599.6), np.float64(177.39), np.float64(628.68), np.float64(205.39)]"
2833,"[np.float64(278.26), np.float64(189.12), np.float64(349.7), np.float64(226.04)]"
3583,"[np.float64(586.49), np.float64(176.59), np.float64(612.63), np.float64(202.43)]"
6111,"[np.float64(588.95), np.float64(176.25), np.float64(648.09), np.float64(233.42)]"
6111,"[np.float64(679.04), np.float64(175.73), np.float64(726.16), np.float64(213.45)]"
6111,"[np.float64(954.55), np.float64(165.16), np.float64(1027.59), np.float64(194.4)]"
6111,"[np.float64(1010.86), np.float64(154.7), np.float64(1098.68), np.float64(198.44)]"
2237,"[np.float64(498.71), np.float64(187.41), np.float64(588.36), np.float64(244.75)]"
2237,"[np.float64(561.64), np.float64(185.15), np.float64(627.18), np.float64(229.72)]"
2237,"[np.float64(618.3), np.float64(185.09), np.float64(671.17), np.float64(219.41)]"
1246,"[np.float64(911.65), np.float64(192.6), np.float64(1241.0), np.float64(304.04)]"
1246,"[np.float64(753.1), np.float64(169.28), np.float64(931.98), np.float64(237.14)]"
1246,"[np.float64(355.77), np.float64(174.28), np.float64(487.75), np.float64(217.68)]"
5101,"[np.float64(599.44), np.float64(177.74), np.float64(628.42), np.float64(205.64)]"
5101,"[np.float64(240.18), np.float64(190.53), np.float64(323.31), np.float64(231.88)]"
645,"[np.float64(554.32), np.float64(169.61), np.float64(591.37), np.float64(195.2)]"
645,"[np.float64(328.87), np.float64(174.98), np.float64(450.24), np.float64(222.42)]"
6016,"[np.float64(388.85), np.float64(187.64), np.float64(529.68), np.float64(273.48)]"
6016,"[np.float64(461.82), np.float64(173.54), np.float64(568.58), np.float64(251.13)]"
6016,"[np.float64(726.15), np.float64(179.91), np.float64(788.23), np.float64(222.09)]"
6016,"[np.float64(544.58), np.float64(175.61), np.float64(603.34), np.float64(223.9)]"
1142,"[np.float64(309.0), np.float64(187.82), np.float64(462.5), np.float64(291.36)]"
1142,"[np.float64(404.43), np.float64(181.22), np.float64(512.67), np.float64(250.38)]"
1142,"[np.float64(845.22), np.float64(168.09), np.float64(946.98), np.float64(218.62)]"
1142,"[np.float64(810.61), np.float64(168.04), np.float64(896.81), np.float64(213.75)]"
1142,"[np.float64(670.22), np.float64(176.7), np.float64(735.58), np.float64(227.87)]"
1142,"[np.float64(496.51), np.float64(176.63), np.float64(555.94), np.float64(218.89)]"
589,"[np.float64(590.29), np.float64(174.54), np.float64(616.44), np.float64(200.38)]"
589,"[np.float64(22.11), np.float64(181.89), np.float64(249.2), np.float64(288.38)]"
6607,"[np.float64(460.12), np.float64(187.4), np.float64(519.59), np.float64(241.59)]"
6566,"[np.float64(581.33), np.float64(183.06), np.float64(614.25), np.float64(212.78)]"
