label,truncated,occluded,alpha,left-top-x,left-top-y,right-bottom-x,right-bottom-y,height,width,length,x,y,z,rotation_y,image
Car,0.0,0,-1.78,727.82,179.82,844.89,262.87,1.58,1.67,3.84,3.67,1.75,15.81,-1.55,5357
Car,0.0,0,1.76,617.63,177.5,658.73,205.34,1.53,1.67,3.78,1.65,1.81,41.69,1.8,5357
Car,0.0,2,-1.67,725.85,161.63,795.7,241.57,2.05,1.5,3.83,4.17,1.79,20.55,-1.48,5357
Car,0.97,0,-0.96,0.0,212.53,347.88,374.0,1.5,1.55,4.21,-2.68,1.78,3.21,-1.61,2594
Car,0.94,0,-2.19,841.75,119.12,1241.0,374.0,1.82,1.65,3.67,2.39,1.68,3.1,-1.58,2594
Car,0.05,2,-1.89,746.22,189.61,1034.66,374.0,1.52,1.51,4.28,2.67,1.75,8.08,-1.58,2594
Car,0.0,1,1.75,418.91,193.5,520.09,267.56,1.42,1.57,4.1,-3.17,1.95,16.79,1.57,2594
Car,0.0,2,-1.8,675.4,190.53,821.52,287.6,1.43,1.64,4.14,2.3,1.79,13.29,-1.63,2594
Car,0.0,0,1.63,527.33,185.53,560.61,213.83,1.38,1.53,3.58,-3.46,2.07,37.96,1.54,2594
Car,0.0,0,-1.63,629.9,181.62,661.37,207.94,1.49,1.65,4.06,2.08,2.03,43.58,-1.58,2594
Car,0.0,0,-1.56,595.71,174.29,655.61,232.18,1.61,1.66,3.2,0.44,1.68,21.86,-1.54,5060
Car,0.0,1,-1.72,699.59,179.88,766.82,230.86,1.43,1.5,3.38,3.66,1.65,22.13,-1.56,5060
Car,0.0,0,-2.11,1029.9,164.52,1132.54,201.11,1.41,1.69,4.1,19.58,1.12,30.25,-1.54,5060
Car,0.1,0,-2.21,1120.17,149.27,1241.0,206.67,1.8,1.67,3.62,19.43,1.08,24.55,-1.54,5060
Car,0.0,0,-1.57,569.13,175.76,623.27,225.12,1.6,1.76,3.84,-0.45,1.29,25.48,-1.59,2572
Car,0.0,1,-1.23,184.97,195.16,426.65,332.26,1.36,1.62,3.99,-3.75,1.54,9.63,-1.59,2572
Car,0.0,1,-1.28,351.1,181.27,423.12,222.74,1.4,1.46,3.84,-8.06,1.26,26.48,-1.57,2572
Car,0.0,2,-1.25,333.92,176.3,389.79,207.93,1.5,1.57,3.63,-12.33,1.07,36.18,-1.58,2572
Car,0.0,2,-1.52,533.49,180.67,563.23,203.01,1.3,1.61,4.39,-3.65,1.02,44.44,-1.61,2572
Car,0.0,0,-1.24,204.81,186.71,422.19,337.84,1.57,1.55,3.32,-3.66,1.77,9.39,-1.6,2218
Car,0.0,1,1.78,384.3,182.06,500.1,263.21,1.56,1.68,3.91,-3.62,1.77,16.03,1.56,2218
Car,0.0,1,1.69,482.48,181.45,533.7,215.9,1.43,1.75,4.47,-4.57,1.83,32.68,1.56,2218
Car,0.0,0,-1.61,568.87,174.25,772.15,366.01,1.56,1.65,3.69,0.47,1.6,7.76,-1.56,513
Car,0.96,0,-1.58,1163.37,178.04,1241.0,374.0,1.49,1.63,4.16,4.39,1.52,3.98,-0.79,513
Car,0.0,1,-0.99,719.08,169.65,842.26,226.62,1.54,1.72,3.88,5.11,1.47,21.52,-0.76,513
Car,0.0,2,-0.93,688.62,172.92,762.41,208.73,1.52,1.49,3.46,5.2,1.54,32.44,-0.78,513
Car,0.0,2,-0.88,668.5,174.27,735.15,201.33,1.39,1.61,3.65,4.97,1.48,39.06,-0.76,513
Car,0.0,0,1.78,508.35,177.79,543.9,201.43,1.45,1.58,3.42,-5.38,1.78,46.44,1.67,513
Car,0.0,0,2.13,41.53,193.83,230.53,267.98,1.34,1.57,4.01,-10.26,1.85,15.95,1.56,513
Car,0.0,1,1.76,581.35,173.22,605.75,189.2,1.52,1.65,4.1,-1.61,1.59,71.58,1.74,513
Car,0.0,0,1.93,351.93,181.28,426.19,216.65,1.45,1.65,4.63,-9.85,1.85,32.43,1.64,513
Car,0.0,1,1.84,402.42,173.81,452.22,209.8,1.81,1.59,3.93,-9.75,1.89,38.64,1.59,513
Car,0.0,1,1.9,457.03,175.66,500.62,199.92,1.56,1.62,4.19,-8.87,1.77,48.99,1.72,513
Car,0.0,2,1.99,514.89,176.56,554.22,193.83,1.42,1.67,4.53,-6.46,1.75,62.1,1.88,513
Car,0.0,1,2.15,234.97,178.7,312.22,215.01,1.47,1.48,3.21,-14.39,1.73,30.94,1.72,513
Car,0.0,2,2.34,221.58,179.58,303.6,206.47,1.47,1.78,4.34,-20.22,1.88,42.13,1.9,513
Car,0.0,1,-1.69,673.67,181.72,838.37,325.21,1.46,1.53,3.17,1.59,1.58,9.01,-1.53,4717
Car,0.0,2,-2.65,247.28,182.87,399.57,251.47,1.59,1.45,3.15,-7.01,1.85,17.69,-3.02,4717
Car,0.0,0,-1.88,875.06,139.25,1159.02,317.88,1.61,1.56,4.12,4.41,1.33,8.65,-1.43,2488
Car,0.52,1,2.06,0.0,212.96,252.57,374.0,1.43,1.74,3.63,-5.36,1.94,7.49,1.45,2793
Car,0.0,0,-1.71,635.65,187.26,709.87,237.95,1.38,1.73,3.97,1.82,1.86,22.48,-1.63,2793
Car,0.0,1,-2.96,869.11,166.84,1019.88,229.37,1.74,1.58,3.9,10.04,1.6,21.83,-2.53,2793
Car,0.0,2,-1.68,626.29,183.66,679.35,225.76,1.5,1.62,4.11,1.57,1.94,28.32,-1.62,2793
Car,0.0,0,1.77,446.73,186.34,493.93,219.46,1.58,1.68,3.76,-7.21,2.3,37.38,1.58,2793
Car,0.0,2,-2.86,787.91,176.08,913.85,217.11,1.49,1.53,4.38,9.28,1.64,28.06,-2.54,2793
Car,0.0,2,-2.93,832.94,176.08,966.83,224.72,1.55,1.8,3.98,9.92,1.69,24.85,-2.56,2793
Car,0.0,1,-1.58,613.03,178.47,636.74,202.18,1.77,1.77,5.1,1.13,2.23,57.09,-1.56,2793
Car,0.17,0,-2.03,792.27,203.83,1172.6,374.0,1.35,1.64,3.76,3.16,1.72,7.13,-1.63,2793
Car,0.0,0,-1.58,748.51,184.26,769.17,201.26,1.48,1.8,4.31,13.79,2.57,67.01,-1.38,6226
Car,0.0,0,1.65,655.03,180.14,688.7,206.77,1.69,1.88,4.5,4.19,2.19,48.51,1.74,6226
Car,0.0,0,1.83,399.07,181.42,434.44,200.9,1.49,1.76,4.01,-15.5,2.19,58.0,1.57,1345
Car,0.0,0,-1.57,582.95,172.58,610.0,199.31,1.65,1.67,3.64,-0.91,1.66,46.8,-1.59,5642
Car,0.0,0,-1.49,527.78,175.63,563.22,208.11,1.61,1.51,4.5,-3.41,1.79,38.46,-1.58,5642
Car,0.0,1,1.73,436.0,180.17,470.64,202.91,1.49,1.67,4.3,-10.83,2.01,49.98,1.52,5642
Car,0.0,0,-1.58,573.77,185.33,621.41,223.82,1.26,1.6,3.56,-0.51,1.73,26.13,-1.6,655
Car,0.0,0,-1.41,510.01,182.01,557.67,213.95,1.37,1.63,3.57,-3.5,1.81,33.38,-1.52,655
Car,0.0,0,1.76,401.82,179.9,436.62,199.01,1.25,1.64,3.77,-13.18,1.75,49.92,1.5,655
Car,0.0,1,1.99,202.74,179.52,305.23,230.01,1.54,1.66,3.81,-11.85,1.78,24.21,1.54,655
Car,0.0,0,-1.5,601.96,177.01,659.15,229.51,1.61,1.66,3.2,0.7,1.76,23.88,-1.48,9
Car,0.0,2,1.75,600.14,177.09,624.65,193.31,1.44,1.61,3.66,0.24,1.84,66.37,1.76,9
Car,0.0,0,1.78,574.98,178.64,598.45,194.01,1.41,1.53,3.37,-2.19,1.96,68.25,1.75,9
Car,0.0,0,-1.55,581.87,188.17,598.38,201.5,1.26,1.6,3.56,-2.0,2.83,72.84,-1.58,1704
Car,0.0,0,-1.57,571.04,173.66,617.18,215.73,1.6,1.76,3.84,-0.59,1.15,29.56,-1.59,6856
Car,0.0,0,-1.4,441.05,170.94,509.54,222.79,1.78,1.81,4.32,-4.91,1.28,27.05,-1.58,6856
Car,0.0,1,-1.45,490.88,178.0,530.22,206.14,1.45,1.67,3.88,-5.28,1.07,39.28,-1.59,6856
Car,0.31,0,2.04,0.0,201.43,403.44,374.0,1.43,1.75,4.47,-3.66,1.79,7.23,1.58,4091
Car,0.0,0,1.67,507.69,177.71,549.18,210.78,1.39,1.48,3.76,-3.66,1.62,32.52,1.56,4091
Car,0.0,0,2.74,747.91,156.59,989.14,241.73,1.73,1.74,4.71,5.57,1.41,15.99,3.07,2129
Car,0.0,0,-0.68,1076.46,147.29,1203.97,185.51,1.51,1.64,4.17,22.0,0.5,30.07,-0.05,2129
Car,0.0,2,-0.64,1043.44,150.52,1165.3,186.14,1.52,1.6,4.42,22.13,0.57,32.42,-0.04,2129
Car,0.0,2,-0.56,1011.18,150.23,1131.19,185.61,1.62,1.77,4.64,22.23,0.59,34.93,0.01,2129
Car,0.0,0,1.68,427.28,181.64,491.89,231.05,1.58,1.76,4.18,-5.26,1.9,25.49,1.48,2129
Car,0.0,0,1.66,518.88,177.49,568.44,216.21,1.65,1.88,4.45,-3.02,1.88,33.28,1.57,2129
Car,0.0,1,-0.27,766.05,155.69,876.4,197.61,1.9,1.78,4.72,9.99,1.14,34.43,0.0,2129
Car,0.0,1,-2.02,899.19,152.56,954.16,183.59,1.8,1.65,3.55,19.18,0.64,43.9,-1.61,2129
Car,0.0,1,-2.05,933.6,154.68,994.1,182.87,1.64,1.7,3.91,21.66,0.6,44.37,-1.59,2129
Car,0.0,1,1.73,457.03,182.51,512.45,221.03,1.55,1.71,4.5,-5.49,2.0,31.93,1.56,2129
Car,0.0,1,1.43,642.99,173.53,681.61,199.9,1.5,1.71,4.44,3.08,1.57,43.69,1.5,2129
Car,0.0,0,-1.48,597.88,178.08,624.97,199.73,1.58,1.71,3.75,0.12,1.99,55.08,-1.47,2129
Car,0.75,0,2.24,0.0,205.13,187.56,374.0,1.45,1.52,3.62,-5.72,1.82,6.62,1.55,5137
Car,0.0,0,1.8,314.14,194.27,480.23,310.3,1.46,1.62,4.04,-3.27,1.86,11.71,1.54,5137
Car,0.0,1,2.02,97.03,199.19,331.95,325.26,1.46,1.58,3.72,-5.71,1.91,10.87,1.54,5137
Car,0.0,2,1.68,485.5,183.83,543.35,232.72,1.57,1.6,3.99,-3.35,1.97,25.63,1.55,5137
Car,0.0,1,1.64,532.15,183.97,564.23,212.8,1.52,1.54,3.68,-3.48,2.17,40.76,1.56,5137
Car,0.0,1,-0.13,640.51,181.59,742.16,221.61,1.62,1.65,4.14,3.41,2.02,30.99,-0.02,5137
Car,0.0,1,0.0,617.48,178.01,685.64,206.44,1.69,1.76,4.12,2.55,2.03,44.72,0.06,5137
Car,0.32,0,-0.61,914.2,168.07,1223.0,301.71,1.31,1.61,3.78,5.67,1.19,7.92,-0.01,1358
Car,0.0,1,-0.22,712.41,168.74,841.24,208.98,1.41,1.63,4.42,6.35,1.0,26.51,0.01,1358
Car,0.85,0,-1.82,1043.23,206.28,1241.0,374.0,1.33,1.59,3.48,3.98,1.62,4.75,-1.15,2543
Car,0.0,0,-1.37,802.75,173.59,894.2,231.92,1.47,1.6,4.41,6.82,1.51,20.47,-1.05,2543
Car,0.0,1,-1.57,1019.56,167.39,1125.94,255.28,1.63,1.69,3.88,9.79,1.54,15.43,-1.02,2543
Car,0.0,1,-1.34,845.4,174.38,925.51,221.07,1.46,1.68,4.1,9.47,1.52,24.71,-0.98,2543
Car,0.0,0,-1.58,952.3,169.63,983.36,194.95,1.6,1.75,3.89,23.59,1.42,47.69,-1.13,2543
Car,1.0,0,2.42,0.0,216.9,180.17,374.0,1.7,1.53,3.82,-3.52,1.97,2.69,1.54,3640
Car,0.0,0,1.8,347.76,198.93,477.55,299.82,1.5,1.53,3.38,-3.5,2.03,13.2,1.54,3640
Car,0.0,2,1.77,426.05,192.82,508.89,256.3,1.52,1.54,3.56,-3.87,2.1,19.88,1.58,3640
Car,0.0,1,1.87,489.87,184.34,558.55,229.66,1.56,1.56,3.6,-3.19,2.01,27.16,1.75,3640
Car,0.99,3,2.41,0.0,206.12,213.07,374.0,1.48,1.8,4.51,-3.88,1.71,3.09,1.56,5395
Car,0.0,0,1.88,203.35,191.44,421.43,314.33,1.37,1.64,4.4,-4.16,1.69,10.79,1.52,5395
Car,0.0,0,1.73,451.78,181.05,510.15,225.23,1.4,1.45,3.3,-4.4,1.69,24.78,1.56,5395
Car,0.0,0,1.61,546.44,175.41,586.73,209.26,1.4,1.63,3.89,-1.91,1.53,32.12,1.55,5395
Car,0.0,2,1.66,526.99,175.06,552.91,197.13,1.38,1.33,4.32,-4.62,1.55,47.76,1.56,5395
Car,0.38,0,2.49,1078.26,179.92,1241.0,263.54,1.38,1.43,3.4,10.5,1.52,12.87,-3.12,7100
Car,0.0,1,1.33,146.46,184.56,236.08,237.49,1.52,1.55,3.91,-13.36,1.9,22.86,0.8,7100
Car,0.0,0,-1.65,631.16,158.75,667.62,195.64,1.91,1.65,4.4,2.4,0.77,39.14,-1.58,3324
Car,0.0,0,-1.59,589.35,174.65,623.39,208.31,1.65,1.67,3.64,-0.25,1.77,37.56,-1.59,1851
Car,0.0,1,1.96,274.4,187.22,389.61,241.3,1.35,1.63,4.1,-7.88,1.79,20.76,1.6,1851
Car,0.0,0,1.84,436.32,170.11,535.5,236.32,1.76,1.77,4.41,-3.59,1.71,21.46,1.68,6647
Car,0.0,1,1.81,517.6,177.47,584.46,217.56,1.48,1.65,4.4,-2.3,1.67,28.92,1.73,6647
Car,0.0,0,1.71,611.88,175.91,646.61,199.76,1.42,1.66,3.64,1.22,1.63,45.07,1.74,6647
Car,0.0,1,1.81,682.42,173.71,709.03,189.61,1.44,1.64,3.78,8.07,1.54,67.81,1.92,6647
Car,0.0,0,-1.44,702.25,165.38,746.94,203.22,1.73,1.6,4.11,5.63,1.42,35.27,-1.28,4910
Car,0.0,2,2.26,150.91,187.72,285.98,247.87,1.46,1.37,3.45,-10.68,1.9,19.86,1.77,4910
Car,0.0,0,-0.8,123.72,181.55,392.84,293.69,1.53,1.45,4.33,-5.69,1.69,12.26,-1.23,4910
Car,0.0,2,1.95,403.64,180.84,477.3,213.71,1.4,1.68,4.76,-7.81,1.79,33.59,1.72,4910
Car,0.0,0,1.87,353.8,184.03,410.21,216.95,1.84,2.04,4.33,-13.69,2.54,43.52,1.57,512
Car,0.0,0,-1.58,559.9,176.25,603.74,216.23,1.6,1.76,3.84,-1.17,1.23,31.02,-1.62,249
Car,0.06,0,-1.22,102.42,183.7,425.73,375.0,1.58,1.68,3.95,-3.27,1.58,7.68,-1.61,249
Car,0.9,0,-0.82,0.0,197.12,93.16,325.8,1.42,1.53,4.2,-7.7,1.61,7.57,-1.6,249
Car,0.0,1,-1.34,357.57,188.5,467.94,263.83,1.39,1.5,3.4,-4.11,1.49,15.47,-1.59,249
Car,0.0,2,-1.17,188.31,186.03,331.32,254.48,1.43,1.62,4.08,-8.35,1.48,17.59,-1.6,249
Car,0.0,2,-1.06,96.72,186.51,228.83,240.31,1.39,1.5,4.04,-13.01,1.45,21.26,-1.6,249
Car,0.0,1,-2.93,398.21,177.85,481.78,209.94,1.49,1.64,3.7,-8.29,1.76,35.27,3.13,2593
Car,0.0,0,-1.57,555.85,173.64,628.69,240.05,1.6,1.76,3.84,-0.45,1.32,19.43,-1.59,37
Car,0.0,2,-1.46,473.07,183.18,535.73,226.04,1.3,1.61,4.39,-3.46,1.24,24.49,-1.6,37
Car,0.0,0,-1.58,587.11,172.87,613.32,198.78,1.65,1.67,3.64,-0.69,1.68,48.24,-1.59,2025
Car,0.0,0,2.15,53.08,185.99,265.42,288.46,1.73,1.6,4.11,-8.86,2.02,14.58,1.61,129
Car,0.0,0,1.95,301.7,185.67,399.78,235.31,1.47,1.63,4.11,-8.54,1.92,24.02,1.62,129
Car,0.0,1,1.88,385.9,175.79,451.78,221.27,1.8,1.61,3.83,-8.09,1.95,30.74,1.62,129
Car,0.0,2,1.84,429.43,183.6,476.76,214.77,1.45,1.45,3.4,-7.78,2.0,35.85,1.62,129
Car,0.0,1,1.82,451.47,178.0,500.72,211.1,1.75,1.71,4.31,-7.51,2.06,40.69,1.63,129
Car,0.0,0,1.77,497.01,180.44,532.54,203.57,1.53,1.66,4.01,-6.6,2.06,50.21,1.64,129
Car,0.0,0,1.99,194.88,194.11,296.73,249.49,1.51,1.46,3.63,-11.29,2.21,22.55,1.53,471
Car,0.0,0,1.67,507.13,171.54,542.16,202.47,1.78,1.72,4.0,-5.18,1.74,43.97,1.55,471
Car,0.0,0,1.77,390.63,183.7,448.79,221.23,1.47,1.69,3.74,-8.09,1.95,30.81,1.51,471
Car,0.0,1,1.9,316.48,187.17,383.87,224.45,1.48,1.54,4.07,-11.37,2.14,31.73,1.56,471
Car,0.5,3,0.11,1048.06,144.3,1241.0,246.77,1.62,1.64,4.33,10.16,1.18,12.34,0.79,471
Car,0.0,2,0.13,290.01,181.53,352.91,200.92,1.43,1.55,4.37,-22.38,2.12,56.06,-0.25,471
Car,0.0,0,-1.54,694.29,181.46,721.01,205.97,1.54,1.63,3.67,6.5,2.13,47.99,-1.4,1691
Car,0.0,0,-1.91,775.56,182.64,1040.16,349.6,1.58,1.67,3.84,3.27,1.72,8.88,-1.56,1691
Car,0.0,0,1.77,548.44,183.54,614.62,229.98,1.53,1.67,3.78,-0.99,1.93,26.06,1.73,1691
Car,0.0,1,-1.75,753.01,153.67,876.6,281.05,2.05,1.5,3.83,3.65,1.77,13.6,-1.49,1691
Car,0.0,0,-2.04,762.14,163.97,1089.71,361.09,1.51,1.53,3.38,2.81,1.47,7.35,-1.69,6530
Car,0.0,0,-1.8,605.85,163.01,681.73,212.55,1.39,1.54,3.42,0.92,1.13,22.16,-1.76,6530
Car,0.0,1,2.51,547.8,154.98,622.28,186.59,1.56,1.39,3.73,-1.29,0.68,37.28,2.48,6530
Car,0.0,1,-0.86,671.3,158.23,752.16,193.54,1.56,1.67,3.78,4.76,0.92,33.71,-0.72,6530
Car,0.0,1,-0.97,734.85,157.47,806.82,188.68,1.5,1.53,4.04,8.18,0.77,36.65,-0.75,6530
Car,0.0,1,-0.99,799.47,158.08,853.43,184.31,1.38,1.28,3.16,11.84,0.61,39.48,-0.7,6530
Car,0.0,2,-1.13,837.65,152.12,899.74,182.6,1.7,1.7,4.46,15.34,0.55,42.72,-0.79,6530
Car,1.0,0,-2.61,1092.28,214.04,1223.0,369.0,1.4,1.5,3.72,3.22,1.58,1.72,-1.6,3625
Car,0.04,0,-2.02,807.31,178.41,1189.63,369.0,1.52,1.64,4.41,3.67,1.52,7.72,-1.59,3625
Car,0.0,0,2.2,92.98,169.22,250.15,241.78,1.85,1.68,4.11,-12.2,1.56,20.23,1.67,3625
Car,0.0,0,1.89,462.4,176.03,500.73,197.81,1.49,1.58,3.84,-8.84,1.18,51.02,1.72,3625
Car,0.0,0,-1.61,697.82,174.13,761.79,235.03,1.54,1.57,3.52,3.38,1.38,19.75,-1.44,3625
Car,0.0,2,-1.7,683.02,176.12,744.02,223.04,1.5,1.63,3.57,3.69,1.36,24.68,-1.55,3625
Car,0.0,2,-1.63,671.81,177.06,714.56,213.73,1.47,1.59,3.64,3.75,1.34,30.64,-1.51,3625
Car,0.0,2,-1.63,663.11,175.97,702.86,207.6,1.49,1.74,4.09,3.89,1.28,35.84,-1.52,3625
Car,0.0,2,-1.61,652.73,175.96,678.75,198.65,1.44,1.58,3.28,4.04,1.15,47.22,-1.52,3625
Car,0.0,0,1.91,249.15,183.94,450.34,315.69,1.55,1.51,3.75,-3.59,1.73,10.52,1.59,5159
Car,0.0,0,2.13,116.84,175.65,204.41,220.26,1.92,1.58,3.93,-20.69,2.08,33.36,1.58,5159
Car,0.0,1,1.61,562.27,177.57,580.8,194.6,1.66,1.67,4.49,-3.89,2.16,73.4,1.56,5159
Car,0.0,1,-1.3,398.93,180.12,424.06,195.79,1.56,1.72,3.09,-20.39,2.32,74.17,-1.57,5159
Car,0.0,0,-1.56,584.83,176.41,623.44,214.87,1.62,1.63,4.5,-0.27,1.81,32.99,-1.57,5159
Car,0.0,0,-1.54,611.39,174.25,665.48,226.45,1.61,1.66,3.2,0.96,1.68,24.03,-1.5,929
Car,0.0,0,1.75,496.2,179.78,553.94,219.1,1.44,1.61,3.66,-3.31,1.72,28.46,1.64,929
Car,0.0,1,1.86,448.7,181.06,504.38,214.7,1.41,1.53,3.37,-5.93,1.78,32.23,1.68,929
Car,0.0,0,2.06,165.42,186.36,263.29,232.83,1.48,1.61,3.39,-13.88,1.98,25.44,1.56,1424
Car,0.0,1,2.11,109.89,188.5,225.55,231.07,1.44,1.79,4.32,-16.85,2.07,27.7,1.57,1424
Car,0.0,0,1.91,336.43,179.42,391.38,209.13,1.6,1.78,3.86,-13.98,1.98,41.13,1.58,1424
Car,0.0,1,1.96,301.91,179.62,357.3,208.63,1.65,1.77,3.85,-16.8,2.07,43.36,1.59,1424
Car,0.0,0,1.82,434.48,178.98,466.1,197.6,1.58,1.82,3.87,-14.09,2.13,63.8,1.6,1424
Car,0.0,0,-1.58,582.49,181.86,615.5,208.17,1.26,1.6,3.56,-0.62,1.73,36.92,-1.6,4403
Car,0.0,0,-1.49,534.22,180.82,564.5,203.58,1.37,1.63,3.57,-3.85,1.89,45.96,-1.58,4403
Car,0.0,0,1.84,385.09,179.64,417.34,199.06,1.45,1.53,3.5,-16.21,1.98,56.08,1.56,4403
Car,0.0,0,-1.07,782.22,192.06,1093.38,373.49,1.39,1.59,3.17,3.39,1.62,7.39,-0.66,2361
Car,0.0,1,-0.77,634.58,189.0,958.28,330.22,1.46,1.55,4.28,2.51,1.71,9.56,-0.52,2361
Car,0.0,0,-0.48,426.71,190.75,635.79,273.73,1.49,1.66,4.16,-1.67,1.92,15.51,-0.59,2361
Car,0.0,1,2.8,340.71,179.15,520.23,257.22,1.85,1.68,4.34,-4.78,2.04,19.3,2.56,2361
Car,0.0,0,1.74,409.0,198.93,520.71,281.38,1.42,1.66,4.11,-3.02,2.05,15.59,1.55,3893
Car,0.0,0,1.6,560.43,174.92,584.25,199.3,1.97,1.87,4.53,-3.17,2.17,61.2,1.55,3893
Car,0.0,0,-1.58,596.96,178.22,628.62,208.7,1.66,1.73,3.05,0.12,1.98,41.31,-1.57,5153
Car,0.0,0,1.95,260.59,190.2,335.54,228.59,1.5,1.8,3.46,-13.41,2.28,31.14,1.55,5153
Car,0.0,0,1.83,408.18,184.74,444.86,207.54,1.54,1.66,3.72,-13.2,2.42,52.0,1.58,5153
Car,0.0,1,1.89,350.48,188.96,390.26,211.4,1.43,1.56,3.5,-16.47,2.57,49.67,1.57,5153
Car,0.0,0,-2.31,753.55,175.02,810.07,200.17,1.48,1.36,3.51,10.53,1.64,44.51,-2.08,7105
Car,0.0,0,-1.59,606.34,177.02,632.56,201.91,1.54,1.63,3.67,0.56,1.83,47.11,-1.58,5957
Car,0.47,0,-2.04,813.34,182.38,1241.0,374.0,1.5,1.59,3.79,2.9,1.59,5.62,-1.58,5957
Car,0.0,1,-1.71,682.03,178.25,756.92,235.46,1.49,1.57,4.07,3.04,1.66,20.98,-1.56,5957
Car,0.0,1,-1.83,738.97,177.08,924.09,307.44,1.57,1.59,3.75,2.99,1.65,10.67,-1.56,5957
Car,0.0,1,0.36,219.69,192.22,348.62,237.96,1.52,1.51,3.94,-11.66,2.25,25.91,-0.06,5957
Car,0.0,1,0.61,54.8,194.43,200.9,241.77,1.58,1.56,4.24,-17.32,2.4,25.97,0.02,5957
Car,0.87,3,0.79,0.0,197.87,18.16,240.77,1.54,1.82,3.19,-23.84,2.49,26.19,0.06,5957
Car,0.0,2,-1.67,676.26,178.2,730.16,225.02,1.54,1.51,3.58,3.23,1.75,25.78,-1.55,5957
Car,0.0,1,-1.67,655.82,176.28,692.28,205.42,1.49,1.55,3.93,3.42,1.7,39.36,-1.59,5957
Car,0.0,0,-1.79,837.13,155.65,1018.53,285.46,1.61,1.56,4.12,4.58,1.42,11.1,-1.41,761
Car,0.0,0,-2.35,769.56,174.02,844.63,202.93,1.62,1.72,4.35,11.64,1.72,42.97,-2.09,3815
Car,0.0,0,-1.58,518.06,163.07,739.75,373.2,1.55,1.63,3.32,0.09,1.5,7.02,-1.57,2018
Car,0.0,0,1.84,377.59,185.03,417.6,205.04,1.37,1.82,3.96,-15.58,2.29,53.03,1.56,2018
Car,0.0,0,1.92,334.38,187.94,373.98,208.31,1.38,1.79,2.94,-18.44,2.49,52.04,1.58,2018
Car,0.0,0,1.8,424.62,181.27,463.3,201.35,1.4,1.75,4.75,-12.3,2.04,53.65,1.58,2018
Car,0.0,2,2.67,947.55,174.51,1085.39,218.58,1.59,1.73,4.26,15.45,1.69,27.64,-3.11,2018
Car,0.0,0,-0.51,1019.44,172.62,1237.85,236.86,1.51,1.69,4.15,12.83,1.53,18.12,0.1,2018
Car,0.0,2,0.2,486.46,181.27,623.21,237.33,1.43,1.69,3.42,-1.48,1.68,19.55,0.12,2018
Car,0.0,2,2.78,934.67,172.34,1039.5,208.05,1.58,1.72,3.95,17.44,1.59,33.58,-3.03,2018
Car,0.5,3,0.86,0.0,202.73,87.22,258.6,1.53,1.7,4.13,-18.23,2.46,21.59,0.16,2018
Car,0.0,0,1.41,694.55,179.14,814.64,268.57,1.49,1.61,3.74,2.6,1.62,13.98,1.58,3879
Car,0.0,1,1.65,574.5,174.65,608.75,201.81,1.46,1.63,4.47,-1.03,1.59,41.58,1.62,3879
Car,0.0,1,-2.96,412.71,175.79,527.72,214.94,1.47,1.68,4.26,-5.54,1.62,28.77,3.14,3879
Car,0.86,3,-0.71,1148.52,156.56,1241.0,332.81,1.84,1.6,4.46,8.83,1.65,7.98,0.1,3879
Car,0.0,0,-1.47,610.43,177.52,638.81,200.51,1.54,1.63,3.67,1.04,1.89,50.75,-1.45,1842
Car,0.0,0,1.92,450.64,183.63,504.73,215.6,1.56,1.59,3.69,-6.88,2.14,37.71,1.74,1842
Car,0.0,1,1.87,479.0,175.05,525.53,209.84,1.93,1.59,4.01,-6.29,2.08,42.34,1.72,1842
Car,0.0,0,-1.6,657.28,174.48,685.44,200.55,1.58,1.67,3.84,3.87,1.71,46.17,-1.51,1842
Car,0.0,2,2.76,946.64,163.36,1032.23,192.21,1.39,1.51,3.49,19.06,0.95,36.4,-3.04,1842
Car,0.56,0,-1.19,0.0,180.92,427.42,374.0,1.47,1.6,4.41,-2.67,1.54,5.44,-1.63,1180
Car,0.98,0,-2.27,846.18,160.26,1241.0,374.0,1.63,1.69,3.88,2.35,1.59,2.63,-1.6,1180
Car,0.0,1,-1.27,304.55,181.63,513.44,308.85,1.46,1.68,4.1,-2.66,1.6,10.42,-1.52,1180
Car,0.0,0,-1.71,659.12,175.39,726.71,224.9,1.49,1.64,4.17,2.63,1.6,24.03,-1.6,1180
Car,0.0,1,-1.88,732.36,179.4,1001.49,344.99,1.41,1.56,3.97,2.52,1.5,8.23,-1.59,1180
Car,0.0,2,-1.35,396.25,176.45,517.07,253.03,1.44,1.65,4.25,-3.24,1.54,15.88,-1.55,1180
Car,0.0,0,-1.55,540.7,173.38,576.56,206.17,1.6,1.75,3.89,-2.66,1.65,37.53,-1.62,1180
Car,0.0,2,-1.68,642.71,172.08,684.67,205.86,1.59,1.64,4.03,2.62,1.58,36.35,-1.61,1180
Car,0.0,2,-1.6,632.37,170.29,658.15,196.28,1.83,1.75,4.52,2.55,1.68,53.41,-1.55,1180
Car,0.0,0,-1.58,582.37,175.44,600.77,190.02,1.26,1.6,3.56,-1.68,1.51,64.82,-1.6,1269
Car,0.0,0,2.06,112.68,186.67,310.31,282.87,1.48,1.64,3.59,-7.13,1.76,13.27,1.57,1269
Car,0.26,0,1.18,799.28,180.38,1208.74,374.0,1.62,1.58,3.89,2.93,1.69,6.45,1.59,3755
