image,bbox
1921,"[np.float64(204.83), np.float64(198.43), np.float64(458.36), np.float64(368.98)]"
4904,"[np.float64(822.37), np.float64(152.47), np.float64(973.13), np.float64(266.61)]"
2128,"[np.float64(373.17), np.float64(198.63), np.float64(478.33), np.float64(268.93)]"
700,"[np.float64(292.06), np.float64(183.14), np.float64(399.96), np.float64(243.71)]"
3146,"[np.float64(222.23), np.float64(187.68), np.float64(387.83), np.float64(283.01)]"
3146,"[np.float64(773.48), np.float64(178.24), np.float64(1072.28), np.float64(359.51)]"
1969,"[np.float64(816.09), np.float64(181.84), np.float64(1168.41), np.float64(325.17)]"
5573,"[np.float64(103.98), np.float64(199.99), np.float64(426.6), np.float64(375.0)]"
5573,"[np.float64(411.32), np.float64(187.47), np.float64(491.19), np.float64(235.63)]"
227,"[np.float64(783.58), np.float64(179.57), np.float64(909.44), np.float64(248.34)]"
1792,"[np.float64(602.7), np.float64(178.06), np.float64(663.63), np.float64(236.91)]"
4016,"[np.float64(583.3), np.float64(173.74), np.float64(629.07), np.float64(214.45)]"
1022,"[np.float64(640.66), np.float64(164.64), np.float64(773.33), np.float64(210.34)]"
2937,"[np.float64(717.15), np.float64(172.1), np.float64(904.5), np.float64(298.04)]"
2937,"[np.float64(273.22), np.float64(168.02), np.float64(446.63), np.float64(246.18)]"
1844,"[np.float64(363.79), np.float64(169.44), np.float64(527.78), np.float64(224.21)]"
4100,"[np.float64(124.76), np.float64(181.4), np.float64(303.0), np.float64(267.91)]"
7169,"[np.float64(644.12), np.float64(181.72), np.float64(739.36), np.float64(248.32)]"
7169,"[np.float64(405.76), np.float64(188.31), np.float64(477.71), np.float64(235.43)]"
6932,"[np.float64(585.69), np.float64(176.9), np.float64(645.89), np.float64(225.8)]"
6932,"[np.float64(395.25), np.float64(187.06), np.float64(537.33), np.float64(273.1)]"
5498,"[np.float64(575.78), np.float64(174.6), np.float64(655.62), np.float64(247.31)]"
5498,"[np.float64(74.38), np.float64(189.59), np.float64(276.87), np.float64(275.53)]"
5498,"[np.float64(267.97), np.float64(182.64), np.float64(439.76), np.float64(289.19)]"
5498,"[np.float64(434.7), np.float64(183.74), np.float64(501.72), np.float64(228.12)]"
3160,"[np.float64(517.86), np.float64(162.18), np.float64(739.39), np.float64(372.16)]"
4756,"[np.float64(553.71), np.float64(173.32), np.float64(628.58), np.float64(241.6)]"
4533,"[np.float64(594.66), np.float64(177.71), np.float64(637.21), np.float64(217.95)]"
4533,"[np.float64(775.83), np.float64(170.95), np.float64(955.72), np.float64(270.59)]"
734,"[np.float64(665.44), np.float64(175.98), np.float64(791.75), np.float64(261.89)]"
734,"[np.float64(500.49), np.float64(173.3), np.float64(551.36), np.float64(217.64)]"
3736,"[np.float64(645.57), np.float64(177.41), np.float64(707.01), np.float64(227.7)]"
3736,"[np.float64(484.18), np.float64(186.76), np.float64(547.66), np.float64(236.2)]"
3736,"[np.float64(757.56), np.float64(205.45), np.float64(1082.55), np.float64(374.0)]"
2039,"[np.float64(57.9), np.float64(189.84), np.float64(391.55), np.float64(293.66)]"
4816,"[np.float64(457.27), np.float64(173.66), np.float64(559.4), np.float64(216.17)]"
4816,"[np.float64(174.47), np.float64(177.73), np.float64(350.79), np.float64(234.34)]"
5401,"[np.float64(173.41), np.float64(191.3), np.float64(444.92), np.float64(358.32)]"
5401,"[np.float64(489.8), np.float64(173.94), np.float64(577.73), np.float64(254.1)]"
5401,"[np.float64(599.65), np.float64(174.19), np.float64(641.9), np.float64(216.56)]"
5401,"[np.float64(405.09), np.float64(179.81), np.float64(474.34), np.float64(220.03)]"
7142,"[np.float64(590.37), np.float64(175.42), np.float64(634.37), np.float64(217.02)]"
2660,"[np.float64(104.88), np.float64(194.63), np.float64(336.49), np.float64(259.53)]"
6713,"[np.float64(45.66), np.float64(197.24), np.float64(197.6), np.float64(261.74)]"
4205,"[np.float64(507.88), np.float64(182.89), np.float64(558.96), np.float64(224.92)]"
3514,"[np.float64(150.07), np.float64(203.87), np.float64(452.41), np.float64(371.14)]"
3514,"[np.float64(779.16), np.float64(184.72), np.float64(907.03), np.float64(272.55)]"
3514,"[np.float64(480.36), np.float64(186.61), np.float64(566.06), np.float64(247.18)]"
5383,"[np.float64(584.55), np.float64(181.0), np.float64(641.15), np.float64(227.1)]"
5383,"[np.float64(190.5), np.float64(177.65), np.float64(390.85), np.float64(294.74)]"
3844,"[np.float64(521.62), np.float64(178.96), np.float64(612.18), np.float64(222.24)]"
7258,"[np.float64(394.41), np.float64(170.23), np.float64(444.96), np.float64(210.33)]"
7402,"[np.float64(240.05), np.float64(187.18), np.float64(491.58), np.float64(334.35)]"
5009,"[np.float64(596.46), np.float64(174.92), np.float64(663.98), np.float64(240.16)]"
998,"[np.float64(696.89), np.float64(182.62), np.float64(826.96), np.float64(273.94)]"
998,"[np.float64(172.58), np.float64(200.24), np.float64(325.1), np.float64(276.74)]"
7281,"[np.float64(563.0), np.float64(177.99), np.float64(613.9), np.float64(227.26)]"
356,"[np.float64(408.14), np.float64(180.2), np.float64(467.6), np.float64(232.49)]"
356,"[np.float64(632.32), np.float64(179.44), np.float64(744.64), np.float64(261.52)]"
768,"[np.float64(152.31), np.float64(188.64), np.float64(427.35), np.float64(349.14)]"
768,"[np.float64(453.89), np.float64(185.25), np.float64(534.01), np.float64(238.62)]"
5691,"[np.float64(593.07), np.float64(180.64), np.float64(658.7), np.float64(242.78)]"
5691,"[np.float64(738.32), np.float64(178.16), np.float64(873.49), np.float64(252.61)]"
5691,"[np.float64(33.76), np.float64(189.16), np.float64(296.16), np.float64(321.38)]"
6940,"[np.float64(196.37), np.float64(196.46), np.float64(289.97), np.float64(239.95)]"
4671,"[np.float64(579.82), np.float64(178.81), np.float64(640.08), np.float64(237.08)]"
1109,"[np.float64(483.4), np.float64(180.29), np.float64(546.92), np.float64(225.42)]"
4448,"[np.float64(494.86), np.float64(182.83), np.float64(557.06), np.float64(224.27)]"
954,"[np.float64(762.07), np.float64(159.9), np.float64(989.43), np.float64(312.81)]"
6817,"[np.float64(337.91), np.float64(197.53), np.float64(511.88), np.float64(312.73)]"
2486,"[np.float64(89.19), np.float64(191.9), np.float64(264.16), np.float64(270.93)]"
2486,"[np.float64(247.37), np.float64(192.05), np.float64(425.08), np.float64(283.85)]"
5972,"[np.float64(47.75), np.float64(174.77), np.float64(241.49), np.float64(241.87)]"
5441,"[np.float64(403.69), np.float64(184.49), np.float64(519.12), np.float64(261.91)]"
6264,"[np.float64(569.77), np.float64(175.85), np.float64(619.92), np.float64(224.4)]"
1580,"[np.float64(579.33), np.float64(182.18), np.float64(637.23), np.float64(229.54)]"
1580,"[np.float64(505.27), np.float64(187.23), np.float64(566.64), np.float64(227.74)]"
1580,"[np.float64(105.31), np.float64(189.85), np.float64(264.4), np.float64(260.12)]"
5543,"[np.float64(573.55), np.float64(172.65), np.float64(615.07), np.float64(214.02)]"
3540,"[np.float64(71.93), np.float64(201.03), np.float64(391.42), np.float64(345.97)]"
1150,"[np.float64(251.16), np.float64(183.07), np.float64(401.23), np.float64(270.98)]"
3923,"[np.float64(381.15), np.float64(186.27), np.float64(485.4), np.float64(251.54)]"
3923,"[np.float64(828.15), np.float64(179.81), np.float64(1117.6), np.float64(350.8)]"
805,"[np.float64(578.0), np.float64(172.9), np.float64(650.42), np.float64(238.87)]"
805,"[np.float64(215.3), np.float64(178.19), np.float64(438.37), np.float64(318.55)]"
3341,"[np.float64(569.25), np.float64(174.3), np.float64(656.76), np.float64(254.0)]"
3341,"[np.float64(341.46), np.float64(186.38), np.float64(455.61), np.float64(255.9)]"
3341,"[np.float64(92.22), np.float64(182.52), np.float64(227.06), np.float64(239.21)]"
4811,"[np.float64(128.89), np.float64(182.55), np.float64(398.2), np.float64(338.06)]"
4811,"[np.float64(421.79), np.float64(181.08), np.float64(495.4), np.float64(234.44)]"
4811,"[np.float64(666.24), np.float64(173.57), np.float64(743.76), np.float64(235.78)]"
1522,"[np.float64(350.15), np.float64(184.48), np.float64(452.33), np.float64(247.9)]"
4476,"[np.float64(0.0), np.float64(188.44), np.float64(115.87), np.float64(231.13)]"
5776,"[np.float64(582.13), np.float64(176.44), np.float64(644.42), np.float64(236.66)]"
428,"[np.float64(543.68), np.float64(162.61), np.float64(586.17), np.float64(206.25)]"
5688,"[np.float64(418.08), np.float64(172.19), np.float64(489.03), np.float64(232.94)]"
3465,"[np.float64(321.27), np.float64(188.01), np.float64(419.64), np.float64(269.78)]"
4388,"[np.float64(69.21), np.float64(189.37), np.float64(318.75), np.float64(320.47)]"
5599,"[np.float64(411.7), np.float64(182.53), np.float64(523.46), np.float64(264.59)]"
5599,"[np.float64(587.36), np.float64(175.97), np.float64(645.94), np.float64(229.39)]"
5599,"[np.float64(531.13), np.float64(171.7), np.float64(581.65), np.float64(215.15)]"
737,"[np.float64(661.27), np.float64(176.83), np.float64(724.48), np.float64(223.2)]"
4587,"[np.float64(553.38), np.float64(185.59), np.float64(722.91), np.float64(345.88)]"
4587,"[np.float64(694.09), np.float64(177.37), np.float64(755.45), np.float64(218.02)]"
4703,"[np.float64(876.96), np.float64(177.83), np.float64(1006.33), np.float64(241.89)]"
1433,"[np.float64(414.65), np.float64(160.83), np.float64(470.87), np.float64(212.75)]"
7251,"[np.float64(433.95), np.float64(185.71), np.float64(479.57), np.float64(228.55)]"
5504,"[np.float64(733.97), np.float64(164.55), np.float64(927.59), np.float64(224.41)]"
5134,"[np.float64(582.63), np.float64(183.3), np.float64(637.65), np.float64(228.48)]"
5134,"[np.float64(199.58), np.float64(162.65), np.float64(432.66), np.float64(290.3)]"
6700,"[np.float64(344.72), np.float64(186.22), np.float64(446.92), np.float64(268.76)]"
1056,"[np.float64(671.51), np.float64(180.94), np.float64(737.14), np.float64(229.57)]"
1056,"[np.float64(776.62), np.float64(182.77), np.float64(1023.94), np.float64(326.48)]"
975,"[np.float64(575.29), np.float64(183.93), np.float64(637.95), np.float64(243.87)]"
6777,"[np.float64(149.12), np.float64(184.08), np.float64(260.79), np.float64(233.22)]"
6859,"[np.float64(227.21), np.float64(192.73), np.float64(316.71), np.float64(243.37)]"
1829,"[np.float64(709.74), np.float64(180.08), np.float64(836.63), np.float64(253.17)]"
4626,"[np.float64(274.45), np.float64(184.68), np.float64(358.11), np.float64(237.87)]"
7228,"[np.float64(379.5), np.float64(163.83), np.float64(440.27), np.float64(208.25)]"
4586,"[np.float64(584.69), np.float64(181.31), np.float64(659.6), np.float64(242.33)]"
4586,"[np.float64(298.86), np.float64(186.77), np.float64(393.13), np.float64(239.07)]"
7067,"[np.float64(226.48), np.float64(203.83), np.float64(424.04), np.float64(320.55)]"
7067,"[np.float64(688.81), np.float64(181.65), np.float64(795.79), np.float64(261.4)]"
3304,"[np.float64(888.59), np.float64(162.44), np.float64(1171.31), np.float64(243.17)]"
3304,"[np.float64(783.44), np.float64(162.12), np.float64(933.08), np.float64(215.01)]"
4122,"[np.float64(689.71), np.float64(191.12), np.float64(879.17), np.float64(318.18)]"
4122,"[np.float64(576.03), np.float64(192.17), np.float64(641.79), np.float64(236.56)]"
6664,"[np.float64(491.33), np.float64(172.42), np.float64(580.67), np.float64(212.68)]"
6664,"[np.float64(229.67), np.float64(175.79), np.float64(397.27), np.float64(229.63)]"
2194,"[np.float64(586.4), np.float64(183.37), np.float64(641.66), np.float64(228.75)]"
2194,"[np.float64(32.35), np.float64(184.89), np.float64(296.73), np.float64(364.68)]"
3420,"[np.float64(649.16), np.float64(196.32), np.float64(907.79), np.float64(374.0)]"
6328,"[np.float64(718.64), np.float64(189.3), np.float64(882.15), np.float64(303.86)]"
2773,"[np.float64(349.1), np.float64(199.72), np.float64(500.53), np.float64(311.2)]"
2773,"[np.float64(681.69), np.float64(186.7), np.float64(780.0), np.float64(259.98)]"
5211,"[np.float64(433.69), np.float64(185.89), np.float64(517.93), np.float64(242.68)]"
5211,"[np.float64(586.65), np.float64(179.69), np.float64(633.43), np.float64(226.29)]"
3735,"[np.float64(567.99), np.float64(173.49), np.float64(625.21), np.float64(225.66)]"
2255,"[np.float64(1082.75), np.float64(157.43), np.float64(1241.0), np.float64(267.97)]"
2255,"[np.float64(832.21), np.float64(175.39), np.float64(904.21), np.float64(230.76)]"
2255,"[np.float64(1032.1), np.float64(158.88), np.float64(1082.52), np.float64(201.18)]"
2755,"[np.float64(579.2), np.float64(178.35), np.float64(657.23), np.float64(253.51)]"
3064,"[np.float64(765.74), np.float64(151.98), np.float64(1057.22), np.float64(254.51)]"
3064,"[np.float64(1114.94), np.float64(146.1), np.float64(1241.0), np.float64(187.74)]"
3064,"[np.float64(400.47), np.float64(181.89), np.float64(475.68), np.float64(237.47)]"
3064,"[np.float64(496.37), np.float64(178.47), np.float64(557.84), np.float64(225.88)]"
1563,"[np.float64(948.33), np.float64(179.34), np.float64(1083.19), np.float64(241.05)]"
4138,"[np.float64(371.57), np.float64(188.17), np.float64(473.24), np.float64(246.61)]"
3140,"[np.float64(63.51), np.float64(163.98), np.float64(328.11), np.float64(331.52)]"
5872,"[np.float64(690.0), np.float64(180.32), np.float64(760.31), np.float64(230.82)]"
5872,"[np.float64(808.06), np.float64(177.7), np.float64(915.63), np.float64(232.19)]"
3279,"[np.float64(391.56), np.float64(180.03), np.float64(661.98), np.float64(271.9)]"
906,"[np.float64(406.9), np.float64(186.55), np.float64(507.28), np.float64(252.24)]"
906,"[np.float64(587.43), np.float64(177.94), np.float64(633.95), np.float64(224.28)]"
6806,"[np.float64(337.96), np.float64(192.16), np.float64(468.18), np.float64(282.91)]"
3109,"[np.float64(484.82), np.float64(181.76), np.float64(568.83), np.float64(241.25)]"
4130,"[np.float64(471.54), np.float64(182.9), np.float64(544.13), np.float64(233.55)]"
5762,"[np.float64(717.36), np.float64(188.74), np.float64(849.07), np.float64(284.36)]"
4984,"[np.float64(415.93), np.float64(181.07), np.float64(522.25), np.float64(258.38)]"
4984,"[np.float64(582.48), np.float64(172.91), np.float64(639.13), np.float64(224.57)]"
4984,"[np.float64(533.72), np.float64(172.81), np.float64(580.25), np.float64(213.54)]"
859,"[np.float64(791.11), np.float64(177.42), np.float64(961.57), np.float64(298.1)]"
5023,"[np.float64(422.42), np.float64(179.94), np.float64(469.54), np.float64(220.06)]"
5023,"[np.float64(172.34), np.float64(196.17), np.float64(300.07), np.float64(268.82)]"
1074,"[np.float64(745.63), np.float64(161.59), np.float64(934.82), np.float64(292.77)]"
360,"[np.float64(776.46), np.float64(184.15), np.float64(929.46), np.float64(246.93)]"
956,"[np.float64(570.35), np.float64(172.44), np.float64(655.92), np.float64(250.37)]"
956,"[np.float64(388.33), np.float64(184.67), np.float64(478.15), np.float64(241.54)]"
956,"[np.float64(300.67), np.float64(179.87), np.float64(395.06), np.float64(230.44)]"
7407,"[np.float64(470.63), np.float64(185.9), np.float64(565.81), np.float64(243.81)]"
3286,"[np.float64(245.29), np.float64(179.44), np.float64(356.43), np.float64(227.05)]"
4148,"[np.float64(761.92), np.float64(156.03), np.float64(943.89), np.float64(277.58)]"
3479,"[np.float64(673.07), np.float64(179.06), np.float64(728.43), np.float64(220.03)]"
3479,"[np.float64(774.31), np.float64(176.67), np.float64(857.07), np.float64(221.13)]"
5998,"[np.float64(388.81), np.float64(180.94), np.float64(499.28), np.float64(260.82)]"
5998,"[np.float64(158.94), np.float64(174.71), np.float64(235.51), np.float64(215.51)]"
3288,"[np.float64(697.78), np.float64(166.52), np.float64(853.84), np.float64(286.11)]"
7417,"[np.float64(198.08), np.float64(186.9), np.float64(329.7), np.float64(244.51)]"
4158,"[np.float64(481.73), np.float64(169.08), np.float64(553.51), np.float64(223.29)]"
4158,"[np.float64(693.3), np.float64(173.49), np.float64(811.02), np.float64(275.24)]"
5749,"[np.float64(320.91), np.float64(181.03), np.float64(459.37), np.float64(277.09)]"
212,"[np.float64(637.93), np.float64(175.55), np.float64(728.6), np.float64(243.55)]"
5651,"[np.float64(602.47), np.float64(179.36), np.float64(664.97), np.float64(239.73)]"
7394,"[np.float64(651.69), np.float64(175.55), np.float64(718.77), np.float64(228.21)]"
7394,"[np.float64(151.1), np.float64(179.61), np.float64(254.22), np.float64(220.37)]"
5877,"[np.float64(161.05), np.float64(190.96), np.float64(434.77), np.float64(360.9)]"
5877,"[np.float64(504.96), np.float64(173.03), np.float64(584.53), np.float64(245.58)]"
6508,"[np.float64(343.87), np.float64(189.84), np.float64(434.06), np.float64(258.03)]"
3150,"[np.float64(654.34), np.float64(170.5), np.float64(778.08), np.float64(262.82)]"
3150,"[np.float64(333.1), np.float64(189.5), np.float64(486.55), np.float64(296.4)]"
3138,"[np.float64(459.6), np.float64(178.26), np.float64(525.17), np.float64(224.06)]"
1327,"[np.float64(355.71), np.float64(194.3), np.float64(503.1), np.float64(296.31)]"
7140,"[np.float64(402.43), np.float64(172.74), np.float64(540.07), np.float64(270.03)]"
7317,"[np.float64(11.96), np.float64(190.55), np.float64(131.99), np.float64(264.28)]"
2041,"[np.float64(199.46), np.float64(176.48), np.float64(399.01), np.float64(323.96)]"
2041,"[np.float64(726.45), np.float64(160.98), np.float64(910.69), np.float64(229.88)]"
3745,"[np.float64(462.46), np.float64(171.45), np.float64(529.9), np.float64(227.13)]"
3293,"[np.float64(799.44), np.float64(181.62), np.float64(1174.24), np.float64(374.0)]"
3293,"[np.float64(519.17), np.float64(182.55), np.float64(597.49), np.float64(237.78)]"
6862,"[np.float64(255.44), np.float64(187.09), np.float64(426.82), np.float64(281.9)]"
6862,"[np.float64(421.26), np.float64(184.14), np.float64(496.53), np.float64(231.89)]"
1120,"[np.float64(739.5), np.float64(171.79), np.float64(920.25), np.float64(276.85)]"
1120,"[np.float64(314.28), np.float64(168.24), np.float64(476.75), np.float64(289.5)]"
4554,"[np.float64(791.31), np.float64(160.92), np.float64(851.6), np.float64(201.86)]"
2385,"[np.float64(22.88), np.float64(198.77), np.float64(302.66), np.float64(342.69)]"
501,"[np.float64(222.28), np.float64(189.09), np.float64(395.18), np.float64(305.82)]"
6055,"[np.float64(318.48), np.float64(194.39), np.float64(490.5), np.float64(309.75)]"
6055,"[np.float64(716.34), np.float64(178.07), np.float64(809.3), np.float64(262.28)]"
2479,"[np.float64(378.04), np.float64(174.57), np.float64(494.91), np.float64(270.82)]"
617,"[np.float64(601.73), np.float64(171.5), np.float64(733.29), np.float64(278.04)]"
4985,"[np.float64(863.4), np.float64(148.65), np.float64(1042.92), np.float64(214.65)]"
4298,"[np.float64(288.92), np.float64(171.2), np.float64(439.9), np.float64(227.98)]"
4264,"[np.float64(609.15), np.float64(174.45), np.float64(664.08), np.float64(226.75)]"
119,"[np.float64(381.63), np.float64(186.6), np.float64(479.85), np.float64(256.4)]"
119,"[np.float64(496.82), np.float64(183.63), np.float64(587.26), np.float64(252.05)]"
4189,"[np.float64(952.8), np.float64(175.26), np.float64(1219.19), np.float64(276.38)]"
6853,"[np.float64(0.0), np.float64(194.57), np.float64(343.85), np.float64(375.0)]"
6853,"[np.float64(345.17), np.float64(183.28), np.float64(461.49), np.float64(251.92)]"
2491,"[np.float64(456.92), np.float64(185.19), np.float64(534.95), np.float64(239.96)]"
5501,"[np.float64(585.33), np.float64(181.29), np.float64(637.53), np.float64(230.81)]"
4065,"[np.float64(301.67), np.float64(178.58), np.float64(480.4), np.float64(290.82)]"
5932,"[np.float64(517.78), np.float64(161.82), np.float64(739.25), np.float64(371.73)]"
5337,"[np.float64(328.23), np.float64(187.08), np.float64(408.04), np.float64(240.66)]"
1607,"[np.float64(566.92), np.float64(178.07), np.float64(619.93), np.float64(229.38)]"
3598,"[np.float64(480.09), np.float64(179.31), np.float64(537.21), np.float64(225.88)]"
3598,"[np.float64(590.05), np.float64(175.46), np.float64(632.65), np.float64(217.89)]"
3941,"[np.float64(404.93), np.float64(185.82), np.float64(479.75), np.float64(232.98)]"
6032,"[np.float64(799.72), np.float64(187.05), np.float64(1004.5), np.float64(314.44)]"
5250,"[np.float64(507.07), np.float64(176.93), np.float64(644.01), np.float64(307.39)]"
5250,"[np.float64(744.32), np.float64(172.67), np.float64(946.11), np.float64(319.15)]"
3862,"[np.float64(280.48), np.float64(184.93), np.float64(381.28), np.float64(237.88)]"
4879,"[np.float64(37.83), np.float64(188.86), np.float64(405.96), np.float64(304.34)]"
924,"[np.float64(549.12), np.float64(173.77), np.float64(611.53), np.float64(235.97)]"
4102,"[np.float64(946.97), np.float64(180.24), np.float64(1206.57), np.float64(296.96)]"
3790,"[np.float64(203.09), np.float64(182.91), np.float64(335.79), np.float64(227.16)]"
2965,"[np.float64(108.85), np.float64(163.71), np.float64(415.4), np.float64(355.08)]"
2704,"[np.float64(585.03), np.float64(182.9), np.float64(640.49), np.float64(228.41)]"
921,"[np.float64(469.26), np.float64(175.15), np.float64(541.73), np.float64(239.43)]"
5242,"[np.float64(950.03), np.float64(170.65), np.float64(1145.85), np.float64(239.09)]"
98,"[np.float64(659.2), np.float64(182.25), np.float64(722.84), np.float64(240.36)]"
98,"[np.float64(207.55), np.float64(189.19), np.float64(361.39), np.float64(280.67)]"
1630,"[np.float64(581.15), np.float64(178.46), np.float64(636.11), np.float64(223.14)]"
546,"[np.float64(1053.94), np.float64(193.9), np.float64(1218.11), np.float64(320.55)]"
3611,"[np.float64(582.14), np.float64(177.62), np.float64(648.81), np.float64(241.83)]"
6254,"[np.float64(566.63), np.float64(177.43), np.float64(619.48), np.float64(228.58)]"
2257,"[np.float64(733.19), np.float64(190.2), np.float64(899.31), np.float64(306.54)]"
3669,"[np.float64(313.6), np.float64(174.21), np.float64(462.7), np.float64(223.49)]"
1838,"[np.float64(546.58), np.float64(191.18), np.float64(631.16), np.float64(243.28)]"
1838,"[np.float64(446.68), np.float64(191.03), np.float64(500.89), np.float64(241.01)]"
4020,"[np.float64(600.25), np.float64(177.17), np.float64(657.65), np.float64(229.7)]"
59,"[np.float64(969.34), np.float64(195.19), np.float64(1100.37), np.float64(246.63)]"
5033,"[np.float64(472.08), np.float64(183.53), np.float64(579.3), np.float64(251.74)]"
708,"[np.float64(451.97), np.float64(179.29), np.float64(512.11), np.float64(221.68)]"
557,"[np.float64(372.13), np.float64(182.28), np.float64(505.63), np.float64(277.16)]"
557,"[np.float64(588.01), np.float64(170.74), np.float64(644.1), np.float64(221.89)]"
557,"[np.float64(518.66), np.float64(171.36), np.float64(572.24), np.float64(217.14)]"
5871,"[np.float64(3.11), np.float64(196.35), np.float64(287.74), np.float64(329.4)]"
5871,"[np.float64(718.5), np.float64(185.49), np.float64(806.6), np.float64(252.84)]"
3978,"[np.float64(257.22), np.float64(191.93), np.float64(419.89), np.float64(251.91)]"
5099,"[np.float64(18.41), np.float64(163.12), np.float64(255.96), np.float64(295.13)]"
5099,"[np.float64(280.32), np.float64(184.23), np.float64(389.16), np.float64(246.88)]"
6914,"[np.float64(219.03), np.float64(175.97), np.float64(495.19), np.float64(366.06)]"
676,"[np.float64(507.41), np.float64(173.44), np.float64(566.33), np.float64(218.27)]"
1403,"[np.float64(715.73), np.float64(178.7), np.float64(839.32), np.float64(259.68)]"
3973,"[np.float64(569.91), np.float64(178.21), np.float64(766.93), np.float64(364.07)]"
3973,"[np.float64(39.85), np.float64(194.38), np.float64(230.05), np.float64(268.88)]"
7088,"[np.float64(807.87), np.float64(172.52), np.float64(1123.46), np.float64(363.55)]"
7088,"[np.float64(723.45), np.float64(171.06), np.float64(821.69), np.float64(235.56)]"
1551,"[np.float64(221.03), np.float64(184.55), np.float64(421.05), np.float64(298.4)]"
1551,"[np.float64(448.75), np.float64(179.87), np.float64(526.85), np.float64(232.45)]"
2688,"[np.float64(593.6), np.float64(175.49), np.float64(637.95), np.float64(217.44)]"
809,"[np.float64(659.53), np.float64(173.92), np.float64(758.89), np.float64(242.65)]"
4694,"[np.float64(553.53), np.float64(173.63), np.float64(628.46), np.float64(241.96)]"
2409,"[np.float64(216.37), np.float64(188.03), np.float64(373.59), np.float64(263.86)]"
2409,"[np.float64(464.77), np.float64(172.66), np.float64(532.85), np.float64(220.78)]"
2409,"[np.float64(804.71), np.float64(172.92), np.float64(947.18), np.float64(244.24)]"
6463,"[np.float64(691.0), np.float64(178.58), np.float64(778.8), np.float64(239.51)]"
2743,"[np.float64(408.29), np.float64(180.79), np.float64(504.05), np.float64(246.01)]"
2743,"[np.float64(687.21), np.float64(179.36), np.float64(774.1), np.float64(244.5)]"
7263,"[np.float64(581.03), np.float64(181.21), np.float64(637.39), np.float64(227.18)]"
2311,"[np.float64(561.57), np.float64(175.79), np.float64(613.1), np.float64(225.66)]"
953,"[np.float64(667.83), np.float64(175.51), np.float64(779.63), np.float64(257.74)]"
6198,"[np.float64(374.23), np.float64(174.43), np.float64(537.52), np.float64(289.1)]"
6198,"[np.float64(742.86), np.float64(165.55), np.float64(989.69), np.float64(344.4)]"
6245,"[np.float64(419.05), np.float64(180.78), np.float64(549.47), np.float64(269.5)]"
6110,"[np.float64(389.25), np.float64(181.29), np.float64(449.62), np.float64(240.88)]"
3754,"[np.float64(462.32), np.float64(184.16), np.float64(537.05), np.float64(235.22)]"
6501,"[np.float64(570.8), np.float64(171.9), np.float64(628.17), np.float64(227.4)]"
2701,"[np.float64(618.42), np.float64(170.53), np.float64(679.49), np.float64(222.87)]"
1164,"[np.float64(344.44), np.float64(184.74), np.float64(483.51), np.float64(278.63)]"
1164,"[np.float64(552.47), np.float64(172.23), np.float64(605.53), np.float64(220.66)]"
370,"[np.float64(666.1), np.float64(168.48), np.float64(853.75), np.float64(237.91)]"
4629,"[np.float64(128.5), np.float64(193.64), np.float64(245.24), np.float64(240.53)]"
1002,"[np.float64(607.09), np.float64(174.99), np.float64(647.58), np.float64(215.65)]"
1002,"[np.float64(391.06), np.float64(187.26), np.float64(506.26), np.float64(256.04)]"
4900,"[np.float64(297.08), np.float64(189.19), np.float64(451.8), np.float64(266.34)]"
4900,"[np.float64(543.99), np.float64(173.79), np.float64(612.06), np.float64(223.3)]"
4900,"[np.float64(910.12), np.float64(175.08), np.float64(1079.55), np.float64(254.8)]"
6548,"[np.float64(810.91), np.float64(175.38), np.float64(1021.87), np.float64(308.71)]"
6548,"[np.float64(529.05), np.float64(196.91), np.float64(616.6), np.float64(270.21)]"
6548,"[np.float64(722.11), np.float64(180.62), np.float64(766.64), np.float64(222.68)]"
5523,"[np.float64(183.43), np.float64(190.27), np.float64(370.52), np.float64(295.24)]"
5523,"[np.float64(791.36), np.float64(178.64), np.float64(1159.23), np.float64(374.0)]"
89,"[np.float64(317.74), np.float64(196.5), np.float64(504.71), np.float64(314.03)]"
1442,"[np.float64(342.81), np.float64(188.37), np.float64(413.05), np.float64(229.67)]"
5200,"[np.float64(522.33), np.float64(165.6), np.float64(657.73), np.float64(256.63)]"
3334,"[np.float64(533.81), np.float64(175.09), np.float64(631.5), np.float64(268.12)]"
3334,"[np.float64(711.89), np.float64(171.26), np.float64(844.93), np.float64(275.11)]"
2983,"[np.float64(153.77), np.float64(183.3), np.float64(316.29), np.float64(267.26)]"
2983,"[np.float64(338.69), np.float64(183.15), np.float64(423.76), np.float64(227.17)]"
2476,"[np.float64(674.75), np.float64(183.23), np.float64(819.37), np.float64(277.22)]"
2476,"[np.float64(289.91), np.float64(195.62), np.float64(404.78), np.float64(269.78)]"
5914,"[np.float64(114.98), np.float64(191.67), np.float64(222.4), np.float64(240.05)]"
856,"[np.float64(459.12), np.float64(189.11), np.float64(552.13), np.float64(264.02)]"
2530,"[np.float64(149.81), np.float64(190.56), np.float64(347.55), np.float64(282.75)]"
2683,"[np.float64(586.88), np.float64(172.95), np.float64(688.19), np.float64(268.65)]"
2683,"[np.float64(767.3), np.float64(167.96), np.float64(979.04), np.float64(276.61)]"
2683,"[np.float64(242.64), np.float64(184.72), np.float64(345.3), np.float64(230.19)]"
